"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"2590","I'm Jasmine. Discover which #Disney princess you are! Ì†ΩÌ±ë 

START QUIZ: https://t.co/7HHsx9DZVd https://t.co/hkMqCMDSBB",FALSE,0,NA,2017-02-14 04:34:49,FALSE,NA,"831361025928749058",NA,"<a href=""https://twitter.com"" rel=""nofollow"">Princess  Ì†ΩÌ±ë</a>","JDriver01",0,FALSE,FALSE,NA,NA
"2591","Check out Disney Pixar Toy Story Press and Play Character Time Theater  New Fast Shipping #DISNEY https://t.co/7fcqMJ334h via @eBay",FALSE,0,NA,2017-02-14 04:31:12,FALSE,NA,"831360118839181318",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DadsGoldWatch",0,FALSE,FALSE,NA,NA
"2592","RT @sahareezy: I'm Jasmine. Discover which #Disney princess you are! Ì†ΩÌ±ë 

START QUIZ: https://t.co/3VaZvjwJYz https://t.co/Lv0AfPmSOM",FALSE,0,NA,2017-02-14 04:29:40,FALSE,NA,"831359732543692800",NA,"<a href=""http://ctrlq.org/"" rel=""nofollow"">Mice Town </a>","miceears",1,TRUE,FALSE,NA,NA
"2593","I'm Jasmine. Discover which #Disney princess you are! Ì†ΩÌ±ë 

START QUIZ: https://t.co/3VaZvjwJYz https://t.co/Lv0AfPmSOM",FALSE,1,NA,2017-02-14 04:27:45,FALSE,NA,"831359246960820224",NA,"<a href=""https://twitter.com"" rel=""nofollow"">Princess  Ì†ΩÌ±ë</a>","sahareezy",1,FALSE,FALSE,NA,NA
"2594","#Disney #fires #YouTube #star #PewDiePie over #antiSemitic post... https://t.co/Rj9eUAwoMA",FALSE,0,NA,2017-02-14 04:26:28,FALSE,NA,"831358924041355264",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","socialnews_xyz",0,FALSE,FALSE,NA,NA
"2595","Hazme un Mu√É¬±eco de Nieve (From Frozen) - Mois√É¬©s Nieto | Disney... #Disney https://t.co/yQwbQNW1FG #disney",FALSE,0,NA,2017-02-14 04:21:27,FALSE,NA,"831357664156405762",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","joyvints",0,FALSE,FALSE,NA,NA
"2596","RT @wdwgetaways: Delicious awaits you at #Paddlefish at #DisneySprings #Disney #WaltDisneyWorld #WDWGetaways https://t.co/omSAab4vOg",FALSE,0,NA,2017-02-14 04:17:23,FALSE,NA,"831356638539943936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","heyy_jes",2,TRUE,FALSE,NA,NA
"2597","RT @KayDesigner: You are so NOT a good example for #Children. The Walt #Disney Co was SO smart to pass on having your mouth around DisneyWo‚Ä¶",FALSE,0,NA,2017-02-14 04:12:33,FALSE,NA,"831355421646581760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realExGman",19,TRUE,FALSE,NA,NA
"2598","Stitch is terrifying #disney #3dart #arielisahottie #collegehumor https://t.co/DoIOzC2z32",FALSE,0,NA,2017-02-14 04:09:36,FALSE,NA,"831354680122994688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realshaneruck",0,FALSE,FALSE,NA,NA
"2599","‚ú®‚ú® It's magical!! ‚ú®‚ú®#disney #dca https://t.co/D0ouQxDXDm",FALSE,0,NA,2017-02-14 04:08:54,FALSE,NA,"831354505056964609",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","irisILL",0,FALSE,FALSE,NA,NA
"2600","I'm Mulan. Discover which #Disney princess you are! Ì†ΩÌ±ë 

START QUIZ: https://t.co/9mmkMBauca https://t.co/3WikWNv8nr",FALSE,0,NA,2017-02-14 04:06:42,FALSE,NA,"831353953367519232",NA,"<a href=""https://twitter.com"" rel=""nofollow"">Princess  Ì†ΩÌ±ë</a>","haleycearley",0,FALSE,FALSE,NA,NA
"2601","Edad mental: dudosa. 
#foreveryoung #kidsoul #disney #disneyaddict #beutyandthebeast #ni√±o‚Ä¶ https://t.co/AvEetis9rs",FALSE,0,NA,2017-02-14 04:03:08,FALSE,NA,"831353052296667136",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","lautsanchez",0,FALSE,FALSE,"-73.98510087","40.75844351"
"2602","Opening Date Announced for Rivers of Light at Disney‚Äôs Animal Kingdom #disney #riversoflight https://t.co/Llg2hsnJd0 https://t.co/qQ2b86ymkp",FALSE,0,NA,2017-02-14 04:00:12,FALSE,NA,"831352316905287685",NA,"<a href=""http://www.milfordhutsell.com"" rel=""nofollow"">Milford on the Move</a>","milfordonmove",0,FALSE,FALSE,NA,NA
"2603","I'm Ariel. Discover which #Disney princess you are! Ì†ΩÌ±ë 

START QUIZ: https://t.co/ENb7U1L7KG https://t.co/yXgCiDEVV1",FALSE,0,NA,2017-02-14 03:58:29,FALSE,NA,"831351884803870721",NA,"<a href=""https://twitter.com"" rel=""nofollow"">Princess  Ì†ΩÌ±ë</a>","paamwilliams",0,FALSE,FALSE,NA,NA
"2604","Regarding the whole #pewdiepie #disney situation. It's okay to dislike his humor but to say that it's ""wrong"" or sh‚Ä¶ https://t.co/oayMsli5gV",FALSE,0,NA,2017-02-14 03:54:46,TRUE,NA,"831350948052205569",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NC_HIZZLE",0,FALSE,FALSE,NA,NA
"2605","Obsessed with #disney? Enter to win a $500 Disney Dollars gift card! #giveaway https://t.co/VGakl6ND0j",FALSE,0,NA,2017-02-14 03:54:24,FALSE,NA,"831350857631485952",NA,"<a href=""http://giveawaytools.com"" rel=""nofollow"">Giveaway Tools Confirmation</a>","versatileer",0,FALSE,FALSE,NA,NA
"2606","""If it's Tinkerbell, I'm not opening my eyes!"" #waltdisneyworld #disney https://t.co/hkZcoxBM6s",FALSE,3,NA,2017-02-14 03:49:20,FALSE,NA,"831349580109332480",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","AmandaDickensBH",1,FALSE,FALSE,NA,NA
"2607","My Valentines ‚ù§Ô∏è. #teamdickens #disney #waltdisneyworld #2017 https://t.co/94LK4VXnHb",FALSE,1,NA,2017-02-14 03:47:22,FALSE,NA,"831349087224098816",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","AmandaDickensBH",2,FALSE,FALSE,NA,NA
"2608","I'm Ariel. Discover which #Disney princess you are! Ì†ΩÌ±ë 

START QUIZ: https://t.co/PsatlRNTp1 https://t.co/fCmFcMhM4E",FALSE,0,NA,2017-02-14 03:46:39,FALSE,NA,"831348907611455489",NA,"<a href=""https://twitter.com"" rel=""nofollow"">Princess  Ì†ΩÌ±ë</a>","SiggynG",0,FALSE,FALSE,NA,NA
"2609","Find a man who is not ashamed to sing Disney songs in the car with you. ‚ù§ #Disney #singalong #truelove @Deodatus_145",FALSE,0,NA,2017-02-14 03:45:51,FALSE,NA,"831348703873032193",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","katiehebert",0,FALSE,FALSE,NA,NA
"2610","#FilmReview, 'Finding Dory', C-
Super disappointing! And also, shouln't it have been called 'Finding Dory's Parents'? #Disney #Pixar #TeoFR",FALSE,1,NA,2017-02-14 03:43:38,FALSE,NA,"831348145267363841",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TeoIndustries",0,FALSE,FALSE,NA,NA
"2611","#artInprogress #HeartilyEverAfter #art #hearts #disney https://t.co/ohEz5NBt70",FALSE,0,NA,2017-02-14 03:43:17,FALSE,NA,"831348059896426496",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","uWISHuSAIDit",0,FALSE,FALSE,NA,NA
"2612","Mouse Memo Flower &amp; Garden Festival for Epcot, approved in less than 2 days - https://t.co/UG4lD0I4I3 #iosreviewtime #epcotinspring #disney",FALSE,1,NA,2017-02-14 03:42:05,FALSE,NA,"831347756438528000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cyanware",0,FALSE,FALSE,NA,NA
"2613","The way great days always seem to end at #Disney https://t.co/2pJP0b5n7j",FALSE,6,NA,2017-02-14 03:40:02,FALSE,NA,"831347241789030401",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MitchIsGreen",0,FALSE,FALSE,NA,NA
"2614","@LizRoseMorriss joins @thebiglenabski For No Matter What. #BeautyAndTheBeast #Disney #OpenMic #MusicalTheatre https://t.co/kbt5gSHp1D",FALSE,1,"LizRoseMorriss",2017-02-14 03:38:54,FALSE,NA,"831346953401286656","4079900177","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sing_Sensation",0,FALSE,FALSE,NA,NA
"2615","„Çø„ÉØ„Éº„Éª„Ç™„Éñ„Éª„ÉÜ„É©„Éº‰πó„Å£„Å¶„Åç„Åü„Åë„Å©ÊúÄÂº∑„Å´Ê•Ω„Åó„Åã„Å£„Åü‚úåÔ∏è‚ù§Ô∏è
„ÅÇ„ÇÜ„ÅØ‰∏ãÂêë„Åç„Åô„Åé„Å¶ÁîªÈù¢‰∏ä„Åã„ÇâÊ∂à„Åà„Å¶„Çã„Åë„Å©Â§ß‰∏àÂ§´„Åù„ÅÜ„Åß„Çà„Åã„Å£„ÅüÔºàÁ¨ëÔºâ

#disney #disneysea #tds‚Ä¶ https://t.co/ZFRR6ZEfJR",FALSE,0,NA,2017-02-14 03:38:24,FALSE,NA,"831346831460274176",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","bts_oor",0,FALSE,FALSE,NA,NA
"2616","RT @ChristiCaldwell: let them eat #Disney cake!! My girls are growing up!! #3rdBirthday https://t.co/3C4UVFWvkY",FALSE,0,NA,2017-02-14 03:34:34,FALSE,NA,"831345866397020160",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","lilleywhite5472",1,TRUE,FALSE,NA,NA
"2617","#ThreeLittlePigs Toothbrush Holder Walt Disney 1930s Japan Musical Instruments | eBay #disney #toothbrushholder‚Ä¶ https://t.co/rKyBcGEGIm",FALSE,0,NA,2017-02-14 03:34:14,TRUE,NA,"831345779436425218",NA,"<a href=""https://www.PromotePictures.com"" rel=""nofollow"">PromotePictures</a>","reillyandjenks",0,FALSE,FALSE,NA,NA
"2618","I'm Belle. Discover which #Disney princess you are! Ì†ΩÌ±ë 

START QUIZ: https://t.co/S2niCy2aXd https://t.co/AgswcZiwd7",FALSE,2,NA,2017-02-14 03:32:51,FALSE,NA,"831345433859457028",NA,"<a href=""https://twitter.com"" rel=""nofollow"">Princess  Ì†ΩÌ±ë</a>","katie_neely3",0,FALSE,FALSE,NA,NA
"2619","Obsessed with #disney? Enter to win a $500 Disney Dollars gift card! #giveaway https://t.co/dgNmsjZzGL",FALSE,0,NA,2017-02-14 03:31:56,FALSE,NA,"831345204166848512",NA,"<a href=""http://giveawaytools.com"" rel=""nofollow"">Giveaway Tools Confirmation</a>","MrsMChappell",0,FALSE,FALSE,NA,NA
"2620","RT @KaylaDawnWatson: What would I give if I could live
Outta these waters?
What would I pay to spend a day
Warm on the sand? #ariel #disney‚Ä¶",FALSE,0,NA,2017-02-14 03:31:39,FALSE,NA,"831345129197883396",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Chilhon2016Lap",3,TRUE,FALSE,NA,NA
"2621","Meet Anna from Frozen! Check out this episode: https://t.co/KCn60yrHTh #cosplayers #cosplay #costumes #disney #frozen #anna #elsa #olaf",FALSE,0,NA,2017-02-14 03:31:30,FALSE,NA,"831345094980689920",NA,"<a href=""http://www.tweetjukebox.com"" rel=""nofollow"">Tweet Jukebox</a>","captainkylepa",0,FALSE,FALSE,NA,NA
"2622","But, have you ever seen a cuter character interaction? #SnowWhite #SnowPrince #Disney #4yearsago‚Ä¶ https://t.co/VEc2gs9zFA",FALSE,0,NA,2017-02-14 03:29:10,FALSE,NA,"831344507945771008",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Elle_Bee23",0,FALSE,FALSE,NA,NA
"2623","RT @vivaveltoro: See Emma Watson as Belle in #Disney #BeautyAndTheBeast and MORE cast posters: https://t.co/jwuJCrUpXv #BeOurGuest https://‚Ä¶",FALSE,0,NA,2017-02-14 03:21:08,FALSE,NA,"831342483221065728",NA,"<a href=""https://www.rehashtag.com"" rel=""nofollow"">RehashtagApp</a>","blm03",7,TRUE,FALSE,NA,NA
"2624","Obsessed with #disney? Enter to win a $500 Disney Dollars gift card! #giveaway https://t.co/Cu4FcF8zn7",FALSE,0,NA,2017-02-14 03:14:03,FALSE,NA,"831340703225614337",NA,"<a href=""http://giveawaytools.com"" rel=""nofollow"">Giveaway Tools Confirmation</a>","wblack1125",0,FALSE,FALSE,NA,NA
"2625","I do so love ""Gravity Falls"". #disney #gravityfalls #grumplestan #stanisms https://t.co/tebkee9zGY",FALSE,0,NA,2017-02-14 03:12:08,FALSE,NA,"831340221404950529",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","onestardesigns",0,FALSE,FALSE,NA,NA
"2626","RT @MarkinOut: Enjoy this picture of Samoa Joe &amp; Sami Zayn on #Disney's Tower of Terror.
https://t.co/8Qsoiq3yOE
#WWE #Raw #SDLive
https://‚Ä¶",FALSE,0,NA,2017-02-14 03:10:45,FALSE,NA,"831339871394463744",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Seanfranchise6",2,TRUE,FALSE,NA,NA
"2627","RT @MarkinOut: Enjoy this picture of Samoa Joe &amp; Sami Zayn on #Disney's Tower of Terror.
https://t.co/8Qsoiq3yOE
#WWE #Raw #SDLive
https://‚Ä¶",FALSE,0,NA,2017-02-14 03:10:41,FALSE,NA,"831339856114614272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JDavis2093",2,TRUE,FALSE,NA,NA
"2628","Enjoy this picture of Samoa Joe &amp; Sami Zayn on #Disney's Tower of Terror.
https://t.co/8Qsoiq3yOE
#WWE #Raw #SDLive‚Ä¶ https://t.co/jozmBSi017",FALSE,4,NA,2017-02-14 03:10:21,TRUE,NA,"831339772450897923",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MarkinOut",2,FALSE,FALSE,NA,NA
"2629","I considered getting in my car w/my dog &amp; necessities &amp; moving back to OKC.Then heard rain &amp; storm &amp; then #Disney‚Ä¶ https://t.co/tn8TmpU2YX",FALSE,0,NA,2017-02-14 03:06:45,TRUE,NA,"831338865411518466",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","mermaid_holiday",0,FALSE,FALSE,NA,NA
"2630","#Disney #Mens #HangLoose #Mickey Donald Pluto Goofy #Beach #Hawaiian #Cruise #Shirt #XL #eBay #disneyshirt‚Ä¶ https://t.co/UgEhGkFvDS",FALSE,0,NA,2017-02-14 03:05:05,TRUE,NA,"831338446283173888",NA,"<a href=""https://www.SchedulePictures.com"" rel=""nofollow"">SchedulePictures</a>","VeezVillage",0,FALSE,FALSE,NA,NA
"2631","I'm already blown away and this isn't even out yet!! Who wants to go see it with me?!?Ì†ΩÌ∏ä #Disney https://t.co/w5IpMRvooN",FALSE,3,NA,2017-02-14 03:01:51,FALSE,NA,"831337630038106113",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","648JGB8",0,FALSE,FALSE,NA,NA
"2632","#Disney #Movie #Trivia @MooneysPubHouse Thursday, #March 2 at 8pm. RSVP at; https://t.co/NazGbDoHH3 #Queens #DisneyMovies #NYC",FALSE,0,NA,2017-02-14 03:00:04,FALSE,NA,"831337182715580416",NA,"<a href=""http://twuffer.com"" rel=""nofollow"">Twuffer</a>","TriviaAD",0,FALSE,FALSE,NA,NA
"2633","Showing Little Mermaid to the kids tonight and singing every. Dang. Word. They are impressed, I know, they just won't admit it Ì†ΩÌ∏é #Disney",FALSE,0,NA,2017-02-14 02:59:30,FALSE,NA,"831337040675352576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stepherbepher",1,FALSE,FALSE,NA,NA
"2634","RT @_mariasalvo: I'm Mulan. Discover which #Disney princess you are! Ì†ΩÌ±ë 

START QUIZ: https://t.co/Vrpsweacjn https://t.co/qh2H8DkEzm",FALSE,0,NA,2017-02-14 02:59:13,FALSE,NA,"831336966755143681",NA,"<a href=""http://ctrlq.org/"" rel=""nofollow"">Mice Town </a>","miceears",1,TRUE,FALSE,NA,NA
"2635","I'm Mulan. Discover which #Disney princess you are! Ì†ΩÌ±ë 

START QUIZ: https://t.co/Vrpsweacjn https://t.co/qh2H8DkEzm",FALSE,1,NA,2017-02-14 02:57:21,FALSE,NA,"831336500512096256",NA,"<a href=""https://twitter.com"" rel=""nofollow"">Princess  Ì†ΩÌ±ë</a>","_mariasalvo",1,FALSE,FALSE,NA,NA
"2636","#28daysofblackcosplay #cosplay #disney #cosplayer #geek #blerd #cosplaying #blackhistorymonth‚Ä¶ https://t.co/wi2YonYNRI",FALSE,0,NA,2017-02-14 02:53:39,FALSE,NA,"831335569892466688",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","SciFiCheerGirl",0,FALSE,FALSE,NA,NA
"2637","Do You Want To Build a Snowman? - REYNAH | Disney |820495066 #Disney https://t.co/6UTvsZE5h8 #disney",FALSE,0,NA,2017-02-14 02:45:46,FALSE,NA,"831333584384450560",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","joyvints",0,FALSE,FALSE,NA,NA
"2638","Can't wait for March 17th Ì†ΩÌ≤ú #BeautyandTheBeast #Disney #Belle #Beast #LiveAction #DisneySprings https://t.co/7Y0QdyodIy",FALSE,3,NA,2017-02-14 02:42:38,FALSE,NA,"831332796249542657",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DisneyHappiest",0,FALSE,FALSE,NA,NA
"2639","Wait, since when did @pewdiepie have a tie with #disney?",FALSE,6,NA,2017-02-14 02:41:43,FALSE,NA,"831332565332144129",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","benthelooney",0,FALSE,FALSE,NA,NA
"2640","a5. @DisneyCruise with girlfriends to celebrate our bestie‚Äôs 40th birthday. Who says you can‚Äôt leave kids at home t‚Ä¶ https://t.co/AxU2iO3UPy",FALSE,1,NA,2017-02-14 02:41:01,TRUE,NA,"831332386877087745",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","sherryboswell",3,FALSE,FALSE,NA,NA
"2641","#toystory #theclaw #pixar #disney #alien https://t.co/IBxvo16xhl",FALSE,0,NA,2017-02-14 02:37:55,FALSE,NA,"831331609794183168",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Izzyspalace",0,FALSE,FALSE,NA,NA
"2642","RT @fairylosv: #Disney #MOANA? Read this! https://t.co/C4Ojet0Cer",FALSE,0,NA,2017-02-14 02:36:55,FALSE,NA,"831331356063969282",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LolaMeehan1",321,TRUE,FALSE,NA,NA
"2643","I'm Tiana. Discover which #Disney princess you are! Ì†ΩÌ±ë 

START QUIZ: https://t.co/DtZxG8foWK https://t.co/uDNsFcamdM",FALSE,0,NA,2017-02-14 02:36:52,FALSE,NA,"831331343862755330",NA,"<a href=""https://twitter.com"" rel=""nofollow"">Princess  Ì†ΩÌ±ë</a>","larisslee",0,FALSE,FALSE,NA,NA
"2644","RT @fairylosv: #Disney #MOANA? Read this! https://t.co/C4Ojet0Cer",FALSE,0,NA,2017-02-14 02:36:51,FALSE,NA,"831331341417328641",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HamptonWestfall",321,TRUE,FALSE,NA,NA
"2645","RT @wdwgetaways: Night has fallen at the #Disney destinations. Pick a night-time spectacular and enjoy! #Disney #WaltDisneyWorld #Disneylan‚Ä¶",FALSE,0,NA,2017-02-14 02:36:39,FALSE,NA,"831331289621995526",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DoubleOh_Kevin",3,TRUE,FALSE,NA,NA
"2646","Do You Want To Build a Snowman? - REYNAH | Disney |820495066 #Disney https://t.co/R9MHG8IY2E #disney",FALSE,0,NA,2017-02-14 02:36:32,FALSE,NA,"831331260924583936",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","joyvints",0,FALSE,FALSE,NA,NA
"2647","These #flamingos made my day. #youcantsitwithus #animalkingdom #ak #waltdisneyworld #disney #haha https://t.co/T0mSBf27h0",FALSE,0,NA,2017-02-14 02:34:11,FALSE,NA,"831330669594832898",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","LegendaryWriter",0,FALSE,FALSE,NA,NA
"2648","Celebrate love with #BeautyAndTheBeast! Choose who sends you a #BeOurGuest message... https://t.co/7B4DnCJXXn by #Disney via @c0nvey",FALSE,1,NA,2017-02-14 02:33:09,FALSE,NA,"831330408780464128",NA,"<a href=""http://linkis.com"" rel=""nofollow"">Put your button on any page! </a>","pammcfall",0,FALSE,FALSE,NA,NA
"2649","Enter to #win #Disney Pinocchio: Signature Collection Blu-ray worth $41 at @mommykatandkids-CAN-Feb. 28 #Giveaway https://t.co/ghQcwo6p9w",FALSE,0,NA,2017-02-14 02:33:00,FALSE,NA,"831330373191692288",NA,"<a href=""https://gleam.io"" rel=""nofollow"">Gleam Competition App</a>","RosanneRobinso1",0,FALSE,FALSE,NA,NA
"2650","Celebrate love with #BeautyAndTheBeast! Choose who sends you a #BeOurGuest message... https://t.co/xWkrBS1IYt by #Disney via @c0nvey",FALSE,0,NA,2017-02-14 02:32:56,FALSE,NA,"831330352656445441",NA,"<a href=""http://linkis.com"" rel=""nofollow"">Put your button on any page! </a>","KathieSealy",0,FALSE,FALSE,NA,NA
"2651","I'm Aurora. Discover which #Disney princess you are! Ì†ΩÌ±ë 

START QUIZ: https://t.co/Rfza1O9pzI https://t.co/OYeDAm0ell",FALSE,0,NA,2017-02-14 02:32:44,FALSE,NA,"831330303826358272",NA,"<a href=""https://twitter.com"" rel=""nofollow"">Princess  Ì†ΩÌ±ë</a>","sezzysez12",0,FALSE,FALSE,NA,NA
"2652","RT @wdwgetaways: Night has fallen at the #Disney destinations. Pick a night-time spectacular and enjoy! #Disney #WaltDisneyWorld #Disneylan‚Ä¶",FALSE,0,NA,2017-02-14 02:31:43,FALSE,NA,"831330047080407040",NA,"<a href=""https://disneyduder.com"" rel=""nofollow"">DisneyDuder</a>","DisneyDuder",3,TRUE,FALSE,NA,NA
"2653","Celebrate love with #BeautyAndTheBeast! Choose who sends you a #BeOurGuest message... https://t.co/gFWR7TVstg by #Disney via @c0nvey",FALSE,0,NA,2017-02-14 02:29:59,FALSE,NA,"831329609945903107",NA,"<a href=""http://linkis.com"" rel=""nofollow"">Put your button on any page! </a>","BabyCam04",0,FALSE,FALSE,NA,NA
"2654","#Disney cuts ties with PewDiePie after anti-Semitic jokes?

Disney killed #Muppets creator Jim Henson, too?

#DisneyKilledHenson #codemedia",FALSE,1,NA,2017-02-14 02:29:54,FALSE,NA,"831329592627646466",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","greg_a_elliott",0,FALSE,FALSE,NA,NA
"2655","#aboutlastnight #ohana #lapulapu #drank #pineapple #rum #yum #cousins #orlando #wdw #disney‚Ä¶ https://t.co/KckYzHYNKo",FALSE,0,NA,2017-02-14 02:29:52,FALSE,NA,"831329583672745984",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","LegendaryWriter",0,FALSE,FALSE,NA,NA
"2656","I want this because 1) Favorite Disney movie and 2) The quote from Belle's song has always been me #Disney 

https://t.co/Bt7wuB4H0t",FALSE,0,NA,2017-02-14 02:29:01,FALSE,NA,"831329366890131456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dmarie84",0,FALSE,FALSE,NA,NA
"2657","Obsessed with #disney? Enter to win a $500 Disney Dollars gift card! #giveaway https://t.co/6oRcCpyRUV",FALSE,0,NA,2017-02-14 02:28:59,FALSE,NA,"831329359952764929",NA,"<a href=""http://giveawaytools.com"" rel=""nofollow"">Giveaway Tools Confirmation</a>","LCCK4ever",0,FALSE,FALSE,NA,NA
"2658","Night has fallen at the #Disney destinations. Pick a night-time spectacular and enjoy! #Disney #WaltDisneyWorld‚Ä¶ https://t.co/tIFLhX2mW8",FALSE,4,NA,2017-02-14 02:26:26,TRUE,NA,"831328716861095936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wdwgetaways",3,FALSE,FALSE,NA,NA
"2659","Check out Disney Store Incredibles Its My Way Or The Runway Pink Slanting Coffee Cup Mug #Disney https://t.co/ylGtIyrnPi via @eBay",FALSE,0,NA,2017-02-14 02:21:38,FALSE,NA,"831327511392952320",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jimditmyer",0,FALSE,FALSE,NA,NA
"2660","My son is the Pixar lamp. Flawless lamping #pixar #disney https://t.co/cTb4dKKRtS",FALSE,0,NA,2017-02-14 02:19:59,FALSE,NA,"831327095582109697",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","kikiP",0,FALSE,FALSE,NA,NA
"2661","I'm Tiana. Discover which #Disney princess you are! Ì†ΩÌ±ë 

START QUIZ: https://t.co/4X4X9RQ44c https://t.co/2GkHPqyqqY",FALSE,0,NA,2017-02-14 02:16:19,FALSE,NA,"831326173212839937",NA,"<a href=""https://twitter.com"" rel=""nofollow"">Princess  Ì†ΩÌ±ë</a>","ChhamSaroun",0,FALSE,FALSE,NA,NA
"2662","It's a #MovieMadness Giveaway Hop. Our prize is #Disney's BFG on DVD or $20 Paypal! @powerbymomblog #poweredbymom https://t.co/wEKNhLJAH6",FALSE,0,NA,2017-02-14 02:16:05,FALSE,NA,"831326114106712064",NA,"<a href=""http://linkis.com"" rel=""nofollow"">Put your button on any page! </a>","ready5etrock31",0,FALSE,FALSE,NA,NA
"2663","#happyvalentinesdayeve #tubbytime #pamperingmytoddler #basinwhite #mickey #minnie #disney‚Ä¶ https://t.co/3vFqRYCtk9",FALSE,0,NA,2017-02-14 02:15:39,FALSE,NA,"831326005423915008",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","LynneFTCTravel",0,FALSE,FALSE,"-72.44658","41.77057"
"2664","I'm Mulan. Discover which #Disney princess you are! Ì†ΩÌ±ë 

START QUIZ: https://t.co/bXb5Adm5Ph https://t.co/FqWfRM6QCQ",FALSE,0,NA,2017-02-14 02:14:53,FALSE,NA,"831325810158100480",NA,"<a href=""https://twitter.com"" rel=""nofollow"">Princess  Ì†ΩÌ±ë</a>","Me15803073",0,FALSE,FALSE,NA,NA
"2665","I show off and explain the finished product. #kingdomhearts #kingdomheartscosplay #sora #disney‚Ä¶ https://t.co/KSzLdGy2yR",FALSE,0,NA,2017-02-14 02:10:08,FALSE,NA,"831324617465876481",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","SpanishDexter",0,FALSE,FALSE,NA,NA
"2666","The best part of #Disney for me today! https://t.co/ZKvfYxg2n4",FALSE,0,NA,2017-02-14 02:09:12,FALSE,NA,"831324380466659330",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LuvMyNavyGuy",0,FALSE,FALSE,NA,NA
